feature SRR28380565 SRR28380566 SRR28380568 SRR28380570 SRR28380572 SRR28380573 SRR28380580 SRR28380582 SRR28380584 SRR28380586 SRR28380588 SRR28380589
ENSG00000233522 0 0 3 0 0 0 0 0 0 0 0 0
ENSG00000233523 1 0 0 2 1 0 4 0 0 0 0 0
ENSG00000233524 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233526 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233527 9 31 29 21 6 9 6 18 8 6 9 28
ENSG00000233528 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233529 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233531 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233532 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233533 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233534 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233535 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233537 0 0 0 2 0 0 0 0 0 0 0 0
ENSG00000233538 0 0 0 0 0 0 0 5 1 1 1 0
ENSG00000233539 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233540 0 0 0 0 0 0 0 1 0 0 0 0
ENSG00000233541 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233542 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233543 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233544 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233545 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233546 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233547 3 3 11 10 8 6 1 11 9 6 4 3
ENSG00000233548 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233549 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233550 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233551 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233553 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233554 48 64 54 53 31 35 28 58 25 43 44 13
ENSG00000233555 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233557 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233558 1 3 2 3 2 1 2 2 1 4 0 1
ENSG00000233559 17 21 23 35 50 37 29 28 25 41 23 31
ENSG00000233560 1 0 4 4 7 2 3 4 0 7 0 2
ENSG00000233562 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233563 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233565 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233569 5 0 0 3 2 3 0 2 0 4 2 0
ENSG00000233570 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233571 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233574 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233575 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233576 1 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233577 0 1 0 0 0 0 0 0 0 0 0 0
ENSG00000233578 0 1 0 1 0 1 0 0 1 2 0 0
ENSG00000233579 0 0 0 0 0 0 0 0 0 0 2 0
ENSG00000233581 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233583 1 2 7 3 0 2 0 3 0 0 7 1
ENSG00000233585 1 2 1 1 0 0 0 1 0 1 4 4
ENSG00000233586 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233587 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233588 5 6 1 2 1 1 11 5 3 0 3 0
ENSG00000233589 0 0 0 0 0 0 0 0 1 0 0 0
ENSG00000233590 0 0 1 2 0 1 2 0 1 5 0 1
ENSG00000233593 0 0 0 3 0 0 0 0 0 0 0 0
ENSG00000233594 1 6 2 0 0 0 3 5 0 0 0 1
ENSG00000233595 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233597 1 2 1 0 0 0 1 1 2 1 0 7
ENSG00000233601 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233602 0 0 0 0 1 0 0 0 0 1 2 0
ENSG00000233603 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233605 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233606 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233607 0 0 1 0 0 0 0 0 0 0 0 0
ENSG00000233608 0 4 3 0 0 0 1 1 2 0 0 1
ENSG00000233609 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233610 4 1 0 3 2 4 4 1 8 9 2 2
ENSG00000233611 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233613 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233614 0 0 0 0 0 0 1 0 1 0 1 0
ENSG00000233615 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233616 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233619 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233620 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233621 37 92 85 59 35 35 20 79 59 72 50 91
ENSG00000233622 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233623 6 11 4 2 5 11 4 6 1 1 2 9
ENSG00000233625 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233626 0 0 0 0 2 0 0 0 0 0 2 0
ENSG00000233627 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233632 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233633 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233634 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233635 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233639 0 0 0 0 0 0 1 0 0 0 0 0
ENSG00000233640 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233642 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233643 0 0 0 1 0 0 0 0 0 0 0 0
ENSG00000233644 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233645 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233646 2 0 0 0 0 0 1 0 1 1 1 0
ENSG00000233647 0 0 1 0 0 2 1 2 0 2 0 1
ENSG00000233648 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233651 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233652 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233653 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233654 0 0 0 0 0 0 0 0 1 0 0 1
ENSG00000233655 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233656 0 0 0 0 0 0 0 0 0 1 0 0
ENSG00000233659 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233661 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233662 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233663 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233664 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233665 3 1 1 1 6 2 0 2 4 1 0 1
ENSG00000233668 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233670 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233671 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233672 12 3 14 4 6 4 18 10 13 21 11 1
ENSG00000233673 0 1 3 1 0 0 0 2 1 0 0 0
ENSG00000233674 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233676 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233677 0 0 0 0 0 2 0 1 0 0 0 0
ENSG00000233680 0 2 0 2 0 0 0 0 1 1 0 0
ENSG00000233681 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233682 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233683 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233684 0 0 2 0 0 0 0 0 1 0 0 0
ENSG00000233685 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233686 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233688 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233689 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233690 0 0 5 9 8 3 0 6 13 6 3 10
ENSG00000233691 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233693 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233694 0 0 0 1 0 0 0 0 0 0 0 0
ENSG00000233695 1 77 31 25 9 12 3 25 73 30 7 62
ENSG00000233699 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233701 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233702 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233703 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233705 0 0 0 0 0 0 0 0 1 0 0 0
ENSG00000233706 0 0 5 1 2 2 0 0 2 0 0 1
ENSG00000233707 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233708 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233709 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233710 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233711 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233712 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233713 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233714 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233716 1 0 0 3 0 0 0 0 0 0 0 0
ENSG00000233717 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233718 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233719 0 0 0 0 0 0 0 1 0 0 0 0
ENSG00000233720 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233721 0 0 3 0 1 0 1 1 1 0 0 0
ENSG00000233723 0 0 0 0 2 0 0 0 1 0 0 0
ENSG00000233724 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233725 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233727 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233728 0 0 0 3 0 0 0 2 1 0 0 0
ENSG00000233729 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233730 132 91 212 142 131 63 63 115 97 201 93 47
ENSG00000233732 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233733 0 0 2 0 1 0 0 0 0 0 0 0
ENSG00000233735 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233737 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233739 1 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233740 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233741 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233746 16 11 50 11 7 12 11 14 1 2 4 4
ENSG00000233747 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233750 2 1 0 1 0 1 0 0 1 0 1 0
ENSG00000233751 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233752 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233754 0 2 0 0 0 0 0 0 0 0 1 0
ENSG00000233755 1 0 2 0 0 1 1 1 5 1 5 8
ENSG00000233756 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233757 5 4 5 12 1 5 12 10 7 14 8 11
ENSG00000233760 0 0 0 0 0 1 1 0 0 0 0 0
ENSG00000233762 37 207 177 56 18 28 46 128 58 43 44 43
ENSG00000233764 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233765 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233766 0 0 0 0 0 1 1 0 0 0 0 0
ENSG00000233767 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233771 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233774 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233775 0 0 1 0 0 0 0 3 0 0 0 0
ENSG00000233778 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233780 0 0 2 0 0 0 0 0 1 0 0 0
ENSG00000233782 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233783 1 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233785 57 37 38 38 67 46 192 65 199 105 73 69
ENSG00000233786 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233787 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233791 44 98 132 105 102 75 74 143 84 67 51 37
ENSG00000233792 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233797 0 1 0 1 0 2 0 3 3 1 0 0
ENSG00000233802 0 1 1 0 0 0 0 1 0 0 0 0
ENSG00000233803 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233805 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233806 13 82 30 52 14 39 16 78 73 28 54 63
ENSG00000233807 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233810 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233814 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233816 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233817 0 0 0 0 1 1 0 1 2 0 0 0
ENSG00000233819 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233820 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233821 0 0 0 0 0 0 0 0 1 0 0 0
ENSG00000233822 4 20 25 17 9 7 6 51 19 8 6 68
ENSG00000233823 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233824 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233825 1 1 0 0 0 1 2 0 0 1 0 0
ENSG00000233827 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233828 0 2 5 1 0 0 1 1 1 6 1 1
ENSG00000233829 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233830 49 57 47 75 56 43 81 36 34 47 45 31
ENSG00000233832 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233833 0 0 0 1 0 0 0 1 0 0 1 0
ENSG00000233834 0 5 4 0 1 1 2 1 1 0 0 0
ENSG00000233835 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233836 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233837 0 3 6 2 3 3 3 3 1 1 3 0
ENSG00000233838 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233839 0 0 0 0 0 0 0 1 0 0 0 0
ENSG00000233842 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233843 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233845 0 0 0 1 0 0 0 3 0 0 1 0
ENSG00000233846 53 45 38 99 31 35 77 66 26 48 37 59
ENSG00000233847 0 0 0 0 1 1 0 0 0 1 0 0
ENSG00000233848 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233849 0 0 0 0 0 0 0 2 0 0 0 0
ENSG00000233850 4 38 29 28 8 8 2 23 14 13 8 12
ENSG00000233851 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233854 0 0 0 1 0 0 0 0 0 0 0 0
ENSG00000233858 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233859 1 4 9 7 2 1 0 4 8 4 5 6
ENSG00000233860 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233861 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233862 2 1 5 7 11 8 6 3 1 1 3 2
ENSG00000233866 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233867 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233868 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233869 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233870 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233871 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233872 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233873 3 6 3 2 0 1 4 2 2 0 3 0
ENSG00000233874 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233875 5 28 30 29 15 32 59 51 91 58 36 6
ENSG00000233876 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233877 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233880 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233882 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233884 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233885 6 9 11 10 22 6 9 16 16 8 11 10
ENSG00000233887 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233888 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233891 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233892 14 23 40 13 21 24 33 54 27 18 28 16
ENSG00000233893 2 2 0 0 0 0 4 0 0 0 0 0
ENSG00000233894 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233896 1 8 3 7 10 3 2 7 6 6 1 1
ENSG00000233900 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233901 42 66 189 61 151 33 32 199 34 141 90 38
ENSG00000233902 1 2 3 0 0 0 2 0 1 1 1 11
ENSG00000233905 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233907 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233908 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233909 0 0 0 0 0 0 0 0 1 0 0 0
ENSG00000233910 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233912 10 9 5 6 5 0 9 3 7 8 10 10
ENSG00000233913 243 1779 2954 893 242 316 454 749 386 407 365 510
ENSG00000233915 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233916 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233917 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233918 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233919 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233920 0 0 0 0 0 0 0 1 0 0 0 0
ENSG00000233921 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233922 2 1 3 3 0 2 2 0 0 0 0 14
ENSG00000233924 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233926 1 0 1 0 0 0 0 0 0 0 0 1
ENSG00000233927 74 1458 667 485 37 85 153 309 60 282 221 116
ENSG00000233928 0 0 0 0 0 0 0 0 1 0 0 0
ENSG00000233929 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233930 1 1 3 5 3 1 2 0 1 1 0 0
ENSG00000233932 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233933 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233934 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233936 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233939 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233940 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233941 0 0 0 0 1 0 0 0 0 0 0 0
ENSG00000233942 0 0 0 1 0 0 0 0 0 0 0 0
ENSG00000233943 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233944 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233945 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233946 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233947 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233951 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233952 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233953 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233954 72 102 189 78 41 56 67 140 86 55 59 38
ENSG00000233955 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233956 0 0 0 0 0 0 2 0 2 0 1 0
ENSG00000233960 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233962 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233963 2 1 0 0 0 0 0 1 0 1 1 0
ENSG00000233966 25 82 69 50 62 36 39 63 36 17 26 46
ENSG00000233967 0 2 0 2 0 2 0 4 4 1 4 1
ENSG00000233968 3 1 3 3 0 0 1 2 1 0 4 2
ENSG00000233969 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233971 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233973 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233974 2 0 1 3 1 2 1 2 9 4 0 29
ENSG00000233975 11 4 12 8 7 15 167 31 252 170 60 125
ENSG00000233977 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233978 2 3 1 9 3 4 6 3 3 4 2 0
ENSG00000233979 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233980 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233981 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233983 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233984 0 0 0 0 0 0 0 1 0 0 0 1
ENSG00000233985 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233990 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233993 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233994 6 2 7 9 1 1 8 3 3 8 7 9
ENSG00000233995 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233996 0 0 0 0 0 0 0 0 0 0 0 1
ENSG00000233997 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233998 0 0 0 1 1 2 2 1 2 13 5 1
ENSG00000233999 0 0 0 1 0 0 0 0 0 0 0 0
ENSG00000234001 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234003 0 0 0 0 0 0 0 0 1 0 0 0
ENSG00000234004 0 0 1 1 0 0 0 0 0 0 0 5
ENSG00000234005 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234006 0 0 1 0 0 0 1 4 0 0 1 0
ENSG00000234008 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234009 42 355 222 124 27 40 71 149 80 76 74 55
ENSG00000234015 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234016 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234017 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234019 0 0 0 1 0 0 0 0 0 2 0 0
ENSG00000234020 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234021 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234022 0 0 0 1 0 0 0 0 0 0 0 0
ENSG00000234025 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234026 0 0 0 0 0 0 0 0 0 3 0 0
ENSG00000234028 3 19 16 15 9 8 16 25 15 10 5 5
ENSG00000234030 0 0 1 0 0 0 0 0 0 0 0 0
ENSG00000234031 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234033 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234034 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234036 68 89 65 80 23 22 43 76 42 48 48 49
ENSG00000234039 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234040 0 0 0 1 0 0 0 0 0 0 0 0
ENSG00000234041 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234042 0 0 0 0 0 0 0 0 0 0 0 1
ENSG00000234043 1 0 2 1 0 1 0 5 2 1 1 0
ENSG00000234044 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234048 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234050 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234052 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234055 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234056 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234059 0 0 0 0 0 0 1 0 0 0 0 0
ENSG00000234060 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234061 0 0 0 0 0 0 1 1 0 0 0 0
ENSG00000234062 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234064 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234065 0 0 0 0 1 0 1 1 0 1 1 1
ENSG00000234066 1 3 1 3 4 1 3 1 6 0 0 0
ENSG00000234067 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234068 1 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234069 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234070 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234071 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234072 9 28 24 17 8 8 7 19 21 25 11 22
ENSG00000234073 4 5 8 5 3 1 5 2 6 7 2 4
ENSG00000234075 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234076 0 0 2 3 0 0 2 0 6 1 0 3
ENSG00000234080 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234081 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234084 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234085 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234087 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234088 0 0 0 0 0 0 0 2 0 0 0 0
ENSG00000234089 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234091 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234093 2 0 0 2 1 0 0 1 0 1 0 0
ENSG00000234099 0 0 0 0 0 1 0 0 0 0 0 0
ENSG00000234102 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234104 0 0 0 0 0 0 0 0 0 0 1 0
ENSG00000234105 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234106 0 0 2 0 0 0 0 0 0 0 0 0
ENSG00000234107 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234108 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234109 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234110 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234111 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234112 0 0 1 0 0 0 0 0 0 0 0 0
ENSG00000234115 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234116 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234117 0 0 0 0 0 0 0 0 1 0 0 0
ENSG00000234118 1 1 0 1 0 0 2 3 0 0 0 0
ENSG00000234119 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234120 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234121 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234122 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234123 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234124 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234125 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234127 1151 2265 2137 1360 949 1091 2219 1892 2127 2488 1332 1341
ENSG00000234129 1 0 0 4 0 3 1 4 1 1 0 0
ENSG00000234130 1 2 0 0 0 0 0 0 0 0 0 1
ENSG00000234131 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234132 24 67 52 37 17 49 42 39 30 28 12 47
ENSG00000234135 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234136 0 0 0 0 2 0 0 0 1 2 0 3
ENSG00000234139 0 2 0 0 1 0 2 2 1 0 0 0
ENSG00000234142 0 0 0 0 0 1 0 0 0 0 0 0
ENSG00000234143 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234144 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234145 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234146 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234147 1 0 1 3 0 0 1 1 0 0 0 0
ENSG00000234148 1 3 0 0 1 4 1 0 0 0 0 1
ENSG00000234149 1 0 0 0 0 0 1 0 1 0 0 1
