feature SRR28380565 SRR28380566 SRR28380568 SRR28380570 SRR28380572 SRR28380573 SRR28380580 SRR28380582 SRR28380584 SRR28380586 SRR28380588 SRR28380589
ENSG00000232886 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232887 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232888 261 888 583 521 168 185 242 310 329 371 190 228
ENSG00000232889 0 0 0 0 0 0 0 0 0 1 0 0
ENSG00000232891 0 11 4 0 0 0 2 0 0 0 2 3
ENSG00000232892 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232893 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232894 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232895 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232896 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232897 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232899 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232900 1 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232901 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232903 0 0 0 0 0 0 0 0 0 1 0 0
ENSG00000232905 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232906 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232907 1 13 11 5 4 6 3 7 5 6 11 4
ENSG00000232908 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232909 1 1 0 2 0 0 0 0 0 0 0 0
ENSG00000232910 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232912 188 218 363 281 137 178 118 266 255 351 159 192
ENSG00000232913 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232914 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232915 0 0 0 1 2 1 0 0 0 0 4 0
ENSG00000232916 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232917 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232918 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232920 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232922 0 0 0 0 2 0 0 0 0 0 0 0
ENSG00000232924 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232925 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232926 0 1 0 0 0 0 0 0 0 0 2 0
ENSG00000232927 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232928 0 0 0 0 0 0 0 3 0 0 0 0
ENSG00000232930 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232931 26 144 146 129 45 91 58 163 105 182 112 120
ENSG00000232934 3 7 13 11 4 10 10 12 12 11 6 14
ENSG00000232935 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232936 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232937 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232938 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232939 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232940 5 8 2 6 2 3 7 7 0 0 5 2
ENSG00000232943 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232944 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232946 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232947 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232948 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232950 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232951 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232952 10 10 10 24 12 11 16 9 7 16 5 3
ENSG00000232953 0 2 0 0 0 0 0 0 0 0 0 0
ENSG00000232954 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232956 110 519 524 306 208 157 190 534 189 98 200 109
ENSG00000232958 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232959 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232963 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232964 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232965 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232968 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232969 0 2 2 1 2 2 0 5 1 0 0 0
ENSG00000232970 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232971 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232973 9 8 13 16 9 11 4 6 14 32 39 26
ENSG00000232975 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232976 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232977 0 0 0 1 0 0 0 0 0 0 0 0
ENSG00000232978 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232979 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232981 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232982 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232983 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232985 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232986 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232987 0 0 2 1 0 0 0 0 0 0 0 0
ENSG00000232989 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232990 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232991 0 0 0 0 1 0 0 0 0 0 1 0
ENSG00000232992 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232993 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232994 0 0 0 0 0 0 0 1 0 0 0 0
ENSG00000232995 1 10 5 4 0 1 0 3 1 1 4 2
ENSG00000232998 0 0 0 0 1 0 0 0 0 1 0 0
ENSG00000232999 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233002 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233003 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233006 5 15 10 25 13 7 6 15 17 12 11 13
ENSG00000233007 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233008 0 1 0 1 1 1 1 0 1 0 1 0
ENSG00000233009 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233010 0 1 0 0 3 0 2 3 0 0 0 1
ENSG00000233011 0 0 0 0 0 0 0 0 1 0 0 0
ENSG00000233012 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233013 16 86 3 25 43 15 62 19 12 36 6 30
ENSG00000233014 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233015 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233016 27 567 167 115 95 80 27 296 71 76 79 144
ENSG00000233017 1 0 0 0 0 0 0 2 0 0 0 1
ENSG00000233018 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233020 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233021 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233024 0 92 14 3 0 21 0 4 22 11 18 22
ENSG00000233025 0 2 0 0 0 0 0 0 0 0 0 1
ENSG00000233026 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233028 0 1 0 0 1 0 1 0 0 0 0 1
ENSG00000233030 49 33 52 87 173 67 37 87 156 237 40 240
ENSG00000233031 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233033 3 0 0 1 0 1 0 0 4 1 1 1
ENSG00000233036 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233037 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233038 44 73 110 98 46 87 19 41 55 55 7 65
ENSG00000233039 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233040 0 0 0 0 1 0 1 0 0 0 0 1
ENSG00000233041 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233044 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233045 0 0 0 0 0 0 0 0 0 0 1 0
ENSG00000233047 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233048 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233050 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233052 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233055 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233056 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233057 0 1 1 1 1 0 0 3 1 1 2 1
ENSG00000233058 14 48 9 16 8 21 6 29 5 7 15 30
ENSG00000233060 2 8 5 5 4 6 3 9 6 0 4 0
ENSG00000233061 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233063 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233064 0 0 0 1 0 0 0 0 0 0 0 0
ENSG00000233067 0 0 0 0 0 0 0 0 1 0 0 0
ENSG00000233068 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233069 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233070 0 13 22 0 0 0 15 0 0 0 0 0
ENSG00000233071 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233072 0 6 8 2 0 0 2 14 3 1 3 1
ENSG00000233073 0 0 0 1 0 0 0 0 0 0 0 0
ENSG00000233077 9 14 14 25 37 32 16 42 18 13 41 7
ENSG00000233078 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233079 0 0 0 1 0 0 0 0 1 0 0 0
ENSG00000233080 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233081 4 3 12 6 15 6 8 16 16 3 15 11
ENSG00000233082 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233083 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233084 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233085 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233086 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233087 1 1 6 2 0 2 1 0 5 2 7 4
ENSG00000233090 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233093 8 16 27 8 5 3 12 32 6 7 23 9
ENSG00000233096 0 1 0 0 0 0 0 0 0 0 0 0
ENSG00000233098 1 4 3 2 1 2 0 4 6 3 3 1
ENSG00000233099 0 0 0 1 0 0 0 0 0 0 0 0
ENSG00000233101 0 2 2 1 0 0 0 5 0 1 0 5
ENSG00000233103 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233105 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233106 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233107 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233108 3 2 5 5 2 1 0 4 0 1 0 3
ENSG00000233109 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233110 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233111 0 0 2 1 1 0 0 2 0 0 0 0
ENSG00000233114 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233115 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233117 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233118 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233120 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233121 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233122 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233123 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233124 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233125 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233126 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233128 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233129 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233131 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233132 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233133 2 0 1 0 0 0 0 0 0 0 0 1
ENSG00000233134 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233135 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233136 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233138 0 0 0 0 0 2 0 0 0 0 1 0
ENSG00000233139 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233144 15 11 20 12 3 9 17 4 12 13 11 5
ENSG00000233145 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233146 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233148 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233153 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233154 12 33 32 29 20 14 12 37 35 41 14 15
ENSG00000233155 0 0 0 0 0 1 0 2 0 0 0 0
ENSG00000233156 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233157 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233158 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233159 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233162 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233163 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233167 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233170 2 2 2 2 1 2 0 1 0 3 0 0
ENSG00000233173 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233175 68 27 32 40 46 61 51 32 67 78 39 62
ENSG00000233176 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233178 5 3 2 6 0 3 3 0 2 2 2 3
ENSG00000233179 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233183 0 0 0 0 0 0 0 1 0 0 0 0
ENSG00000233184 15 62 47 47 11 20 15 38 27 44 33 166
ENSG00000233186 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233189 0 0 0 0 0 0 0 0 0 1 0 0
ENSG00000233190 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233191 7 10 24 30 2 2 5 13 13 6 2 3
ENSG00000233196 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233197 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233198 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233203 0 0 0 2 0 0 0 0 0 0 0 1
ENSG00000233204 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233205 6 28 23 13 9 7 3 23 8 14 3 8
ENSG00000233206 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233208 0 2 0 0 1 1 1 0 1 0 2 0
ENSG00000233211 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233215 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233216 0 0 0 0 0 0 0 1 0 0 0 0
ENSG00000233217 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233219 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233220 0 2 5 0 5 3 0 3 5 0 0 1
ENSG00000233221 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233222 5 1 3 1 3 1 1 2 2 9 3 7
ENSG00000233223 15 16 54 25 8 11 7 13 20 20 6 15
ENSG00000233225 10 31 24 18 8 18 11 25 10 14 7 14
ENSG00000233228 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233229 3 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233230 25 32 34 37 32 17 11 66 18 33 14 23
ENSG00000233231 0 0 0 0 1 0 0 1 0 0 0 0
ENSG00000233232 4 24 15 16 5 11 8 15 8 10 15 3
ENSG00000233234 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233235 0 2 0 2 1 0 0 0 2 1 1 1
ENSG00000233236 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233237 155 74 157 95 102 139 92 115 95 113 78 83
ENSG00000233238 0 0 3 0 0 0 0 0 0 0 0 0
ENSG00000233242 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233243 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233246 0 0 1 0 0 1 0 0 0 0 0 0
ENSG00000233247 12 22 19 11 8 1 12 13 6 7 6 19
ENSG00000233248 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233250 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233251 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233252 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233254 0 2 4 1 1 0 1 1 1 1 1 0
ENSG00000233258 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233259 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233260 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233261 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233262 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233263 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233264 19 54 83 51 51 63 32 74 47 33 20 36
ENSG00000233266 11 18 9 14 6 6 3 28 10 5 5 10
ENSG00000233268 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233270 21 31 47 34 9 18 19 38 21 25 15 7
ENSG00000233271 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233272 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233273 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233275 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233276 21 54 73 28 19 18 31 33 51 32 10 43
ENSG00000233277 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233278 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233285 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233286 0 0 0 0 0 0 1 0 0 0 0 0
ENSG00000233287 0 0 2 0 0 2 4 1 0 1 0 0
ENSG00000233288 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233290 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233291 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233292 0 0 0 0 0 0 0 0 1 0 1 0
ENSG00000233293 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233295 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233296 0 1 0 2 0 0 1 0 0 1 0 0
ENSG00000233297 0 0 0 0 0 0 0 2 1 0 1 2
ENSG00000233299 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233300 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233301 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233303 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233304 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233306 0 4 8 2 0 3 6 6 1 8 6 6
ENSG00000233307 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233308 0 4 1 1 0 0 0 1 1 0 0 0
ENSG00000233309 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233311 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233313 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233316 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233318 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233319 0 0 0 0 0 0 0 1 0 0 0 0
ENSG00000233321 0 1 3 4 0 0 0 0 1 4 0 0
ENSG00000233324 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233325 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233327 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233328 177 126 192 80 42 28 127 86 44 32 91 97
ENSG00000233329 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233330 2 0 0 1 0 0 1 0 0 0 0 0
ENSG00000233332 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233333 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233334 1 2 2 3 0 2 0 0 0 2 0 0
ENSG00000233335 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233336 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233337 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233338 2 27 66 9 5 34 4 14 30 14 7 18
ENSG00000233339 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233340 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233343 1 0 0 1 0 1 0 0 0 0 0 0
ENSG00000233347 0 0 0 0 0 0 0 0 1 0 0 0
ENSG00000233349 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233351 0 0 0 2 1 3 0 1 0 3 1 0
ENSG00000233352 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233353 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233354 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233355 40 150 209 249 43 117 33 121 69 125 68 47
ENSG00000233357 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233358 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233359 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233360 18 4 10 7 11 10 9 7 14 15 5 15
ENSG00000233363 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233365 1 3 0 2 10 4 3 4 10 6 6 0
ENSG00000233366 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233367 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233369 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233370 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233372 0 6 11 2 1 1 0 4 1 0 2 1
ENSG00000233377 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233378 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233379 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233380 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233381 0 0 0 6 1 0 0 1 0 1 0 1
ENSG00000233382 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233383 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233384 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233385 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233387 14 57 61 16 4 9 6 81 22 29 34 15
ENSG00000233388 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233392 1 45 12 11 1 15 11 68 41 15 15 18
ENSG00000233393 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233395 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233396 0 0 2 0 1 1 0 0 0 0 0 1
ENSG00000233397 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233399 0 0 0 0 1 0 0 0 0 0 0 0
ENSG00000233401 0 0 0 0 2 0 0 0 1 0 0 0
ENSG00000233402 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233403 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233405 0 0 0 0 0 0 0 2 0 0 0 0
ENSG00000233406 0 0 0 0 0 0 0 0 0 1 0 0
ENSG00000233407 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233409 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233410 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233411 0 4 4 1 2 2 1 8 1 4 0 2
ENSG00000233412 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233416 2 0 0 3 2 0 2 1 3 1 1 0
ENSG00000233417 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233419 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233420 0 0 0 1 0 0 0 0 0 0 0 0
ENSG00000233421 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233423 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233424 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233425 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233426 120 493 484 264 42 104 127 328 77 134 145 94
ENSG00000233427 0 0 0 2 0 0 2 0 0 4 0 0
ENSG00000233428 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233429 78 42 134 104 141 115 113 206 81 22 100 84
ENSG00000233430 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233431 43 98 125 112 112 65 27 161 56 49 51 36
ENSG00000233432 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233433 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233435 1 0 1 3 1 2 0 1 0 7 0 1
ENSG00000233436 0 0 0 0 0 1 0 0 0 0 0 0
ENSG00000233437 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233440 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233441 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233442 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233444 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233445 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233446 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233447 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233448 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233449 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233451 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233452 61 73 114 108 48 80 45 113 125 81 60 49
ENSG00000233454 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233455 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233456 44 28 75 26 6 13 22 24 59 52 24 15
ENSG00000233457 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233459 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233460 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233461 173 284 269 403 305 254 245 389 366 285 197 320
ENSG00000233464 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233467 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233469 3 8 10 8 2 6 0 14 12 4 6 3
ENSG00000233470 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233471 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233472 0 0 0 0 0 1 0 0 0 0 0 0
ENSG00000233473 0 0 0 0 0 0 0 0 1 0 0 0
ENSG00000233476 599 4709 3254 2418 739 1130 1378 2329 1173 1248 1181 892
ENSG00000233477 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233478 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233479 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233480 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233482 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233483 0 3 0 0 0 0 0 0 0 0 2 0
ENSG00000233484 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233485 1 0 0 1 0 0 0 0 0 0 0 0
ENSG00000233487 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233489 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233491 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233492 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233493 0 5 1 0 0 0 1 2 1 2 0 0
ENSG00000233494 0 0 0 0 0 0 0 0 0 1 0 0
ENSG00000233496 0 0 0 0 0 1 1 0 0 0 0 0
ENSG00000233497 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233499 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233502 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233503 0 0 0 0 0 0 1 0 1 0 0 0
ENSG00000233508 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233511 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233514 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233515 0 0 0 0 0 0 0 0 0 0 0 1
ENSG00000233516 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233518 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233519 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233521 0 0 0 0 0 0 0 0 0 0 0 0
